Date,S&P 500 Quarterly Return (%),NASDAQ-100 Quarterly Return (%),Top NASDAQ Companies Average EPS Growth (%)
1992-03-31 00:00:00-05:00,,,
1992-06-30 00:00:00-04:00,1.102334013752837,-6.754365463905931,
1992-09-30 00:00:00-04:00,2.3668282446777766,3.9687236119405833,
1992-12-31 00:00:00-05:00,4.286741068787259,15.007104544082384,
1993-03-31 00:00:00-05:00,3.6629919638420105,-0.2123864503087547,
1993-06-30 00:00:00-04:00,-0.25239989694819664,1.8655017310586608,
1993-09-30 00:00:00-04:00,1.8644693847788218,4.531238330594922,
1993-12-31 00:00:00-05:00,1.63859840308207,4.066995699239406,
1994-03-31 00:00:00-05:00,-4.433491832385384,-3.8465419732784945,
1994-06-30 00:00:00-04:00,-0.33649640778172785,-5.917068144902393,
1994-09-30 00:00:00-04:00,4.150629774103143,9.311690104698256,
1994-12-31 00:00:00-05:00,-0.7434467603754435,2.645672908131824,
1995-03-31 00:00:00-05:00,9.02301553175786,10.606774197468894,
1995-06-30 00:00:00-04:00,8.79551223192896,20.324284164348995,
1995-09-30 00:00:00-04:00,7.2803989251089885,8.744862782929808,
1995-12-31 00:00:00-05:00,5.393477349753373,-1.5126198746478026,
1996-03-31 00:00:00-05:00,4.800871474980117,5.806713136556563,
1996-06-30 00:00:00-04:00,3.893106875726171,11.089239626831526,
1996-09-30 00:00:00-04:00,2.4901975881543637,8.898570886977897,
1996-12-31 00:00:00-05:00,7.770644641808189,11.36027457669,
1997-03-31 00:00:00-05:00,2.2113028996355144,-2.958506407220185,
1997-06-30 00:00:00-04:00,16.908815030229785,20.10388060186088,
1997-09-30 00:00:00-04:00,7.020359900136075,14.609845207369387,
1997-12-31 00:00:00-05:00,2.4438352612679237,-9.691386286171412,
1998-03-31 00:00:00-05:00,13.53214640060001,23.195705936006572,
1998-06-30 00:00:00-04:00,2.912635881126624,9.558757424137077,
1998-09-30 00:00:00-04:00,-10.303919386909522,0.6086720547115787,
1998-12-31 00:00:00-05:00,20.86704837369615,36.457623778689,
1999-03-31 00:00:00-05:00,4.648439718875719,14.726492849949935,
1999-06-30 00:00:00-04:00,6.711907627513258,9.038218784847496,
1999-09-30 00:00:00-04:00,-6.556374074719617,4.838528971881151,
1999-12-31 00:00:00-05:00,14.54265147564322,53.98605542182013,
2000-03-31 00:00:00-05:00,1.9962536024970223,18.6095304015099,
2000-06-30 00:00:00-04:00,-2.934777039493852,-14.417300929877685,
2000-09-30 00:00:00-04:00,-1.2436385345754974,-5.1325905439917445,
2000-12-31 00:00:00-05:00,-8.091136134005328,-34.41737180140687,
2001-03-31 00:00:00-05:00,-12.114859703465342,-32.815901575576056,
2001-06-30 00:00:00-04:00,5.51998580178914,16.331793510646754,
2001-09-30 00:00:00-04:00,-14.982281868783042,-36.16127109629641,
2001-12-31 00:00:00-05:00,10.292622118399786,34.97865020660231,
2002-03-31 00:00:00-05:00,-0.06009524011035827,-7.877999200259711,
2002-06-30 00:00:00-04:00,-13.732907321186548,-27.629215673423847,
2002-09-30 00:00:00-04:00,-17.633506772527042,-20.81871082952105,
2002-12-31 00:00:00-05:00,7.916295715351351,18.239798686335075,
2003-03-31 00:00:00-05:00,-3.5961917647978625,3.483444050248763,
2003-06-30 00:00:00-04:00,14.893066143391675,17.9677196598506,
2003-09-30 00:00:00-04:00,2.203178112172899,8.488879389824145,
2003-12-31 00:00:00-05:00,11.641924621515475,12.59646382787869,
2004-03-31 00:00:00-05:00,1.2851568842561667,-2.010328143371576,
2004-06-30 00:00:00-04:00,1.2990477255798716,5.4386425713001785,
2004-09-30 00:00:00-04:00,-2.301813624380078,-6.850671445468015,
2004-12-31 00:00:00-05:00,8.733342759471707,14.750060614355665,
2005-03-31 00:00:00-05:00,-2.585160488228855,-8.549025749959615,
2005-06-30 00:00:00-04:00,0.9097138333640231,0.7412996713184405,
2005-09-30 00:00:00-04:00,3.146072366314434,7.240613666656959,
2005-12-31 00:00:00-05:00,1.5852718923087927,2.7184243886366977,
2006-03-31 00:00:00-05:00,3.731501061217335,3.5533725226633672,
2006-06-30 00:00:00-04:00,-1.9052139626634768,-7.538478988431319,
2006-09-30 00:00:00-04:00,5.168479525880509,5.008793978805803,
2006-12-31 00:00:00-05:00,6.172105756563173,6.212934849611829,
2007-03-31 00:00:00-04:00,0.18049329727884977,0.8799567831218047,
2007-06-30 00:00:00-04:00,5.805638210999686,9.125685051070054,
2007-09-30 00:00:00-04:00,1.556525412849541,8.117994613405187,
2007-12-31 00:00:00-05:00,-3.824464689598006,-0.2955452110969703,
2008-03-31 00:00:00-04:00,-9.919913075322118,-14.532856636158408,
2008-06-30 00:00:00-04:00,-3.2282416835385908,3.095515000406568,
2008-09-30 00:00:00-04:00,-8.878126144409181,-13.198045030376871,
2008-12-31 00:00:00-05:00,-22.558214329708537,-24.016855276525085,
2009-03-31 00:00:00-04:00,-11.666759466682809,2.093012407920858,
2009-06-30 00:00:00-04:00,15.221779606988894,19.421022331087933,
2009-09-30 00:00:00-04:00,14.984983208560209,16.364189557243193,
2009-12-31 00:00:00-05:00,5.488706809634025,8.221110603448412,
2010-03-31 00:00:00-04:00,4.872215883284525,5.269546695923655,
2010-06-30 00:00:00-04:00,-11.86219666009427,-11.193151087025699,
2010-09-30 00:00:00-04:00,10.719794551502826,14.886669401738683,
2010-12-31 00:00:00-05:00,10.20330077625684,11.00178495234343,
2011-03-31 00:00:00-04:00,5.422055644858914,5.461565515658506,
2011-06-30 00:00:00-04:00,-0.39144849477483756,-0.5951253290145675,
2011-09-30 00:00:00-04:00,-14.327899246146691,-7.995033751818004,
2011-12-31 00:00:00-05:00,11.152350739750894,6.4814625657991565,
2012-03-31 00:00:00-04:00,11.996660149972938,20.96029664334118,
2012-06-30 00:00:00-04:00,-3.287960516497135,-5.064841116801555,
2012-09-30 00:00:00-04:00,5.763640673315229,7.01412891127664,
2012-12-31 00:00:00-05:00,-1.0050949972839285,-4.93928646000229,
2013-03-31 00:00:00-04:00,10.026714945065397,5.928754751853105,
2013-06-30 00:00:00-04:00,2.363645528939995,3.2252627333904105,
2013-09-30 00:00:00-04:00,4.685983649077574,10.606263512439718,
2013-12-31 00:00:00-05:00,9.920010209609131,11.615190308234569,
2014-03-31 00:00:00-04:00,1.2973652675233094,0.10411999538906258,
2014-06-30 00:00:00-04:00,4.694126934898324,7.056683490004967,
2014-09-30 00:00:00-04:00,0.6152369218874076,5.194726864867993,
2014-12-31 00:00:00-05:00,4.391335025066545,4.613708929290716,
2015-03-31 00:00:00-04:00,0.4366404711633187,2.299426883732303,
2015-06-30 00:00:00-04:00,-0.23114311711688318,1.455337716160754,
2015-09-30 00:00:00-04:00,-6.935164420467954,-4.905878840996635,
2015-12-31 00:00:00-05:00,6.453540320655904,9.858982056242983,
2016-03-31 00:00:00-04:00,0.7730192315364315,-2.3863143863777414,
2016-06-30 00:00:00-04:00,1.8992745381929854,-1.4711186539317689,
2016-09-30 00:00:00-04:00,3.3070289851110823,10.367385285356656,
2016-12-31 00:00:00-05:00,3.2542099442487427,-0.24776088851020672,
2017-03-31 00:00:00-04:00,5.533688947125537,11.773326236103632,
2017-06-30 00:00:00-04:00,2.568647243803057,3.8756627692944523,
2017-09-30 00:00:00-04:00,3.9593052266169604,5.886038538016614,
2017-12-31 00:00:00-05:00,6.122586427624599,6.976069620400982,
2018-03-31 00:00:00-04:00,-1.224561133408708,2.887708486833618,
2018-06-30 00:00:00-04:00,2.934638833451486,6.984665704220316,
2018-09-30 00:00:00-04:00,7.1958510007325005,8.334991960225135,
2018-12-31 00:00:00-05:00,-13.97160878047653,-17.012837559590423,
2019-03-31 00:00:00-04:00,13.066190315637094,16.568795256383197,
2019-06-30 00:00:00-04:00,3.7877544143682496,3.9615011420605306,
2019-09-30 00:00:00-04:00,1.1890834178392762,1.0216308054322276,
2019-12-31 00:00:00-05:00,8.534169591429386,12.692772937394636,
2020-03-31 00:00:00-04:00,-20.0010503824639,-10.529748182420807,
2020-06-30 00:00:00-04:00,19.952871969448594,29.99103614737313,
2020-09-30 00:00:00-04:00,8.473722059144539,12.41733420738429,
2020-12-31 00:00:00-05:00,11.688078155199966,12.876274590015658,
2021-03-31 00:00:00-04:00,5.77251809132131,1.5763170255438164,
2021-06-30 00:00:00-04:00,8.170629345361146,11.177985973808768,
2021-09-30 00:00:00-04:00,0.23362510907505296,0.9262945166485848,
2021-12-31 00:00:00-05:00,10.647379538196212,11.09940180842246,
2022-03-31 00:00:00-04:00,-4.9467290542075215,-9.07832459557526,
2022-06-30 00:00:00-04:00,-16.445095427169687,-22.4737857769865,
2022-09-30 00:00:00-04:00,-5.277139198948255,-4.628937532009225,
2022-12-31 00:00:00-05:00,7.080501406034023,-0.2867498940097968,
2023-03-31 00:00:00-04:00,7.027218611635622,20.490302271477123,
2023-06-30 00:00:00-04:00,8.299929169508037,15.156720751428644,
2023-09-30 00:00:00-04:00,-3.647555543559855,-3.056613142294551,
2023-12-31 00:00:00-05:00,11.23541692334915,14.343560957940738,
2024-03-31 00:00:00-04:00,10.158014260367798,8.491416475408343,
2024-06-30 00:00:00-04:00,3.9230328961986416,7.823631791531316,
2024-09-30 00:00:00-04:00,5.530649339988525,1.9195388121551193,
2024-12-31 00:00:00-05:00,2.0676844474530887,4.743009810172705,
